"","hour","floor","direction","week","count"
"145","0","07","down","weekday",78
"146","1","07","down","weekday",54
"147","2","07","down","weekday",49
"148","3","07","down","weekday",34
"149","4","07","down","weekday",20
"150","5","07","down","weekday",60
"151","6","07","down","weekday",195
"152","7","07","down","weekday",251
"153","8","07","down","weekday",295
"154","9","07","down","weekday",287
"155","10","07","down","weekday",289
"156","11","07","down","weekday",281
"157","12","07","down","weekday",286
"158","13","07","down","weekday",311
"159","14","07","down","weekday",305
"160","15","07","down","weekday",314
"161","16","07","down","weekday",316
"162","17","07","down","weekday",340
"163","18","07","down","weekday",369
"164","19","07","down","weekday",411
"165","20","07","down","weekday",402
"166","21","07","down","weekday",344
"167","22","07","down","weekday",194
"168","23","07","down","weekday",95
"169","0","08","down","weekday",128
"170","1","08","down","weekday",42
"171","2","08","down","weekday",25
"172","3","08","down","weekday",13
"173","4","08","down","weekday",17
"174","5","08","down","weekday",28
"175","6","08","down","weekday",155
"176","7","08","down","weekday",290
"177","8","08","down","weekday",354
"178","9","08","down","weekday",312
"179","10","08","down","weekday",301
"180","11","08","down","weekday",288
"181","12","08","down","weekday",302
"182","13","08","down","weekday",322
"183","14","08","down","weekday",300
"184","15","08","down","weekday",313
"185","16","08","down","weekday",366
"186","17","08","down","weekday",371
"187","18","08","down","weekday",389
"188","19","08","down","weekday",383
"189","20","08","down","weekday",370
"190","21","08","down","weekday",317
"191","22","08","down","weekday",203
"192","23","08","down","weekday",87
"193","0","09","down","weekday",65
"194","1","09","down","weekday",61
"195","2","09","down","weekday",12
"196","3","09","down","weekday",5
"197","4","09","down","weekday",12
"198","5","09","down","weekday",27
"199","6","09","down","weekday",103
"200","7","09","down","weekday",250
"201","8","09","down","weekday",365
"202","9","09","down","weekday",313
"203","10","09","down","weekday",293
"204","11","09","down","weekday",286
"205","12","09","down","weekday",290
"206","13","09","down","weekday",298
"207","14","09","down","weekday",300
"208","15","09","down","weekday",322
"209","16","09","down","weekday",327
"210","17","09","down","weekday",368
"211","18","09","down","weekday",391
"212","19","09","down","weekday",364
"213","20","09","down","weekday",317
"214","21","09","down","weekday",279
"215","22","09","down","weekday",127
"216","23","09","down","weekday",59
"217","0","10","down","weekday",8
"218","1","10","down","weekday",5
"219","2","10","down","weekday",4
"220","3","10","down","weekday",4
"221","4","10","down","weekday",3
"222","5","10","down","weekday",3
"223","6","10","down","weekday",0
"224","7","10","down","weekday",15
"225","8","10","down","weekday",53
"226","9","10","down","weekday",144
"227","10","10","down","weekday",163
"228","11","10","down","weekday",150
"229","12","10","down","weekday",154
"230","13","10","down","weekday",158
"231","14","10","down","weekday",179
"232","15","10","down","weekday",204
"233","16","10","down","weekday",177
"234","17","10","down","weekday",221
"235","18","10","down","weekday",151
"236","19","10","down","weekday",104
"237","20","10","down","weekday",56
"238","21","10","down","weekday",26
"239","22","10","down","weekday",20
"240","23","10","down","weekday",8
"241","0","11","down","weekday",59
"242","1","11","down","weekday",26
"243","2","11","down","weekday",11
"244","3","11","down","weekday",8
"245","4","11","down","weekday",7
"246","5","11","down","weekday",41
"247","6","11","down","weekday",146
"248","7","11","down","weekday",273
"249","8","11","down","weekday",363
"250","9","11","down","weekday",303
"251","10","11","down","weekday",283
"252","11","11","down","weekday",289
"253","12","11","down","weekday",306
"254","13","11","down","weekday",336
"255","14","11","down","weekday",272
"256","15","11","down","weekday",306
"257","16","11","down","weekday",320
"258","17","11","down","weekday",381
"259","18","11","down","weekday",380
"260","19","11","down","weekday",341
"261","20","11","down","weekday",310
"262","21","11","down","weekday",250
"263","22","11","down","weekday",151
"264","23","11","down","weekday",72
"265","0","12","down","weekday",77
"266","1","12","down","weekday",63
"267","2","12","down","weekday",35
"268","3","12","down","weekday",10
"269","4","12","down","weekday",18
"270","5","12","down","weekday",66
"271","6","12","down","weekday",129
"272","7","12","down","weekday",276
"273","8","12","down","weekday",286
"274","9","12","down","weekday",301
"275","10","12","down","weekday",286
"276","11","12","down","weekday",322
"277","12","12","down","weekday",341
"278","13","12","down","weekday",362
"279","14","12","down","weekday",314
"280","15","12","down","weekday",330
"281","16","12","down","weekday",339
"282","17","12","down","weekday",403
"283","18","12","down","weekday",398
"284","19","12","down","weekday",339
"285","20","12","down","weekday",316
"286","21","12","down","weekday",210
"287","22","12","down","weekday",127
"288","23","12","down","weekday",47
"289","0","13","down","weekday",49
"290","1","13","down","weekday",19
"291","2","13","down","weekday",19
"292","3","13","down","weekday",22
"293","4","13","down","weekday",18
"294","5","13","down","weekday",42
"295","6","13","down","weekday",173
"296","7","13","down","weekday",297
"297","8","13","down","weekday",322
"298","9","13","down","weekday",332
"299","10","13","down","weekday",307
"300","11","13","down","weekday",333
"301","12","13","down","weekday",349
"302","13","13","down","weekday",333
"303","14","13","down","weekday",331
"304","15","13","down","weekday",334
"305","16","13","down","weekday",369
"306","17","13","down","weekday",405
"307","18","13","down","weekday",391
"308","19","13","down","weekday",346
"309","20","13","down","weekday",292
"310","21","13","down","weekday",230
"311","22","13","down","weekday",138
"312","23","13","down","weekday",79
"313","0","14","down","weekday",54
"314","1","14","down","weekday",86
"315","2","14","down","weekday",20
"316","3","14","down","weekday",14
"317","4","14","down","weekday",17
"318","5","14","down","weekday",48
"319","6","14","down","weekday",209
"320","7","14","down","weekday",270
"321","8","14","down","weekday",294
"322","9","14","down","weekday",323
"323","10","14","down","weekday",302
"324","11","14","down","weekday",340
"325","12","14","down","weekday",354
"326","13","14","down","weekday",321
"327","14","14","down","weekday",307
"328","15","14","down","weekday",342
"329","16","14","down","weekday",363
"330","17","14","down","weekday",409
"331","18","14","down","weekday",402
"332","19","14","down","weekday",372
"333","20","14","down","weekday",327
"334","21","14","down","weekday",252
"335","22","14","down","weekday",208
"336","23","14","down","weekday",69
"337","0","15","down","weekday",30
"338","1","15","down","weekday",10
"339","2","15","down","weekday",0
"340","3","15","down","weekday",3
"341","4","15","down","weekday",0
"342","5","15","down","weekday",4
"343","6","15","down","weekday",6
"344","7","15","down","weekday",81
"345","8","15","down","weekday",139
"346","9","15","down","weekday",164
"347","10","15","down","weekday",148
"348","11","15","down","weekday",204
"349","12","15","down","weekday",204
"350","13","15","down","weekday",165
"351","14","15","down","weekday",149
"352","15","15","down","weekday",186
"353","16","15","down","weekday",204
"354","17","15","down","weekday",224
"355","18","15","down","weekday",114
"356","19","15","down","weekday",93
"357","20","15","down","weekday",66
"358","21","15","down","weekday",48
"359","22","15","down","weekday",27
"360","23","15","down","weekday",28
"361","0","B1","down","weekday",5
"362","1","B1","down","weekday",18
"363","2","B1","down","weekday",1
"364","3","B1","down","weekday",1
"365","4","B1","down","weekday",0
"366","5","B1","down","weekday",0
"367","6","B1","down","weekday",40
"368","7","B1","down","weekday",65
"369","8","B1","down","weekday",98
"370","9","B1","down","weekday",100
"371","10","B1","down","weekday",105
"372","11","B1","down","weekday",129
"373","12","B1","down","weekday",134
"374","13","B1","down","weekday",142
"375","14","B1","down","weekday",124
"376","15","B1","down","weekday",101
"377","16","B1","down","weekday",132
"378","17","B1","down","weekday",121
"379","18","B1","down","weekday",71
"380","19","B1","down","weekday",64
"381","20","B1","down","weekday",47
"382","21","B1","down","weekday",34
"383","22","B1","down","weekday",12
"384","23","B1","down","weekday",11
"385","0","B3","down","weekday",1
"386","1","B3","down","weekday",0
"387","2","B3","down","weekday",0
"388","3","B3","down","weekday",0
"389","4","B3","down","weekday",0
"390","5","B3","down","weekday",0
"391","6","B3","down","weekday",1
"392","7","B3","down","weekday",17
"393","8","B3","down","weekday",15
"394","9","B3","down","weekday",18
"395","10","B3","down","weekday",31
"396","11","B3","down","weekday",29
"397","12","B3","down","weekday",28
"398","13","B3","down","weekday",17
"399","14","B3","down","weekday",26
"400","15","B3","down","weekday",37
"401","16","B3","down","weekday",37
"402","17","B3","down","weekday",8
"403","18","B3","down","weekday",2
"404","19","B3","down","weekday",4
"405","20","B3","down","weekday",0
"406","21","B3","down","weekday",3
"407","22","B3","down","weekday",1
"408","23","B3","down","weekday",0
"409","0","B4","down","weekday",0
"410","1","B4","down","weekday",0
"411","2","B4","down","weekday",0
"412","3","B4","down","weekday",0
"413","4","B4","down","weekday",0
"414","5","B4","down","weekday",0
"415","6","B4","down","weekday",0
"416","7","B4","down","weekday",0
"417","8","B4","down","weekday",0
"418","9","B4","down","weekday",0
"419","10","B4","down","weekday",0
"420","11","B4","down","weekday",0
"421","12","B4","down","weekday",0
"422","13","B4","down","weekday",0
"423","14","B4","down","weekday",0
"424","15","B4","down","weekday",0
"425","16","B4","down","weekday",0
"426","17","B4","down","weekday",0
"427","18","B4","down","weekday",0
"428","19","B4","down","weekday",0
"429","20","B4","down","weekday",0
"430","21","B4","down","weekday",0
"431","22","B4","down","weekday",0
"432","23","B4","down","weekday",0
"433","0","01","up","weekday",358
"434","1","01","up","weekday",227
"435","2","01","up","weekday",123
"436","3","01","up","weekday",82
"437","4","01","up","weekday",115
"438","5","01","up","weekday",260
"439","6","01","up","weekday",971
"440","7","01","up","weekday",689
"441","8","01","up","weekday",642
"442","9","01","up","weekday",572
"443","10","01","up","weekday",494
"444","11","01","up","weekday",427
"445","12","01","up","weekday",471
"446","13","01","up","weekday",503
"447","14","01","up","weekday",527
"448","15","01","up","weekday",538
"449","16","01","up","weekday",542
"450","17","01","up","weekday",574
"451","18","01","up","weekday",611
"452","19","01","up","weekday",681
"453","20","01","up","weekday",846
"454","21","01","up","weekday",989
"455","22","01","up","weekday",945
"456","23","01","up","weekday",668
"457","0","02","up","weekday",0
"458","1","02","up","weekday",5
"459","2","02","up","weekday",1
"460","3","02","up","weekday",3
"461","4","02","up","weekday",0
"462","5","02","up","weekday",0
"463","6","02","up","weekday",0
"464","7","02","up","weekday",39
"465","8","02","up","weekday",66
"466","9","02","up","weekday",125
"467","10","02","up","weekday",90
"468","11","02","up","weekday",110
"469","12","02","up","weekday",89
"470","13","02","up","weekday",102
"471","14","02","up","weekday",84
"472","15","02","up","weekday",106
"473","16","02","up","weekday",117
"474","17","02","up","weekday",71
"475","18","02","up","weekday",27
"476","19","02","up","weekday",7
"477","20","02","up","weekday",4
"478","21","02","up","weekday",3
"479","22","02","up","weekday",0
"480","23","02","up","weekday",4
"481","0","03","up","weekday",8
"482","1","03","up","weekday",11
"483","2","03","up","weekday",5
"484","3","03","up","weekday",4
"485","4","03","up","weekday",5
"486","5","03","up","weekday",4
"487","6","03","up","weekday",9
"488","7","03","up","weekday",93
"489","8","03","up","weekday",146
"490","9","03","up","weekday",135
"491","10","03","up","weekday",148
"492","11","03","up","weekday",157
"493","12","03","up","weekday",125
"494","13","03","up","weekday",180
"495","14","03","up","weekday",183
"496","15","03","up","weekday",175
"497","16","03","up","weekday",155
"498","17","03","up","weekday",143
"499","18","03","up","weekday",86
"500","19","03","up","weekday",82
"501","20","03","up","weekday",50
"502","21","03","up","weekday",38
"503","22","03","up","weekday",23
"504","23","03","up","weekday",11
"505","0","04","up","weekday",7
"506","1","04","up","weekday",2
"507","2","04","up","weekday",3
"508","3","04","up","weekday",2
"509","4","04","up","weekday",3
"510","5","04","up","weekday",3
"511","6","04","up","weekday",11
"512","7","04","up","weekday",68
"513","8","04","up","weekday",106
"514","9","04","up","weekday",186
"515","10","04","up","weekday",128
"516","11","04","up","weekday",146
"517","12","04","up","weekday",95
"518","13","04","up","weekday",149
"519","14","04","up","weekday",192
"520","15","04","up","weekday",146
"521","16","04","up","weekday",165
"522","17","04","up","weekday",116
"523","18","04","up","weekday",56
"524","19","04","up","weekday",41
"525","20","04","up","weekday",39
"526","21","04","up","weekday",27
"527","22","04","up","weekday",15
"528","23","04","up","weekday",10
"529","0","05","up","weekday",3
"530","1","05","up","weekday",5
"531","2","05","up","weekday",5
"532","3","05","up","weekday",4
"533","4","05","up","weekday",3
"534","5","05","up","weekday",1
"535","6","05","up","weekday",16
"536","7","05","up","weekday",41
"537","8","05","up","weekday",52
"538","9","05","up","weekday",90
"539","10","05","up","weekday",81
"540","11","05","up","weekday",82
"541","12","05","up","weekday",81
"542","13","05","up","weekday",92
"543","14","05","up","weekday",120
"544","15","05","up","weekday",106
"545","16","05","up","weekday",115
"546","17","05","up","weekday",89
"547","18","05","up","weekday",80
"548","19","05","up","weekday",70
"549","20","05","up","weekday",22
"550","21","05","up","weekday",52
"551","22","05","up","weekday",11
"552","23","05","up","weekday",13
"553","0","06","up","weekday",7
"554","1","06","up","weekday",2
"555","2","06","up","weekday",3
"556","3","06","up","weekday",2
"557","4","06","up","weekday",1
"558","5","06","up","weekday",4
"559","6","06","up","weekday",66
"560","7","06","up","weekday",84
"561","8","06","up","weekday",50
"562","9","06","up","weekday",43
"563","10","06","up","weekday",83
"564","11","06","up","weekday",81
"565","12","06","up","weekday",61
"566","13","06","up","weekday",49
"567","14","06","up","weekday",101
"568","15","06","up","weekday",85
"569","16","06","up","weekday",83
"570","17","06","up","weekday",57
"571","18","06","up","weekday",36
"572","19","06","up","weekday",29
"573","20","06","up","weekday",16
"574","21","06","up","weekday",15
"575","22","06","up","weekday",12
"576","23","06","up","weekday",22
"577","0","07","up","weekday",7
"578","1","07","up","weekday",2
"579","2","07","up","weekday",0
"580","3","07","up","weekday",2
"581","4","07","up","weekday",4
"582","5","07","up","weekday",1
"583","6","07","up","weekday",6
"584","7","07","up","weekday",29
"585","8","07","up","weekday",39
"586","9","07","up","weekday",65
"587","10","07","up","weekday",75
"588","11","07","up","weekday",89
"589","12","07","up","weekday",105
"590","13","07","up","weekday",88
"591","14","07","up","weekday",69
"592","15","07","up","weekday",91
"593","16","07","up","weekday",86
"594","17","07","up","weekday",82
"595","18","07","up","weekday",60
"596","19","07","up","weekday",45
"597","20","07","up","weekday",30
"598","21","07","up","weekday",41
"599","22","07","up","weekday",15
"600","23","07","up","weekday",6
"601","0","08","up","weekday",2
"602","1","08","up","weekday",5
"603","2","08","up","weekday",0
"604","3","08","up","weekday",0
"605","4","08","up","weekday",0
"606","5","08","up","weekday",1
"607","6","08","up","weekday",7
"608","7","08","up","weekday",25
"609","8","08","up","weekday",20
"610","9","08","up","weekday",47
"611","10","08","up","weekday",80
"612","11","08","up","weekday",62
"613","12","08","up","weekday",50
"614","13","08","up","weekday",50
"615","14","08","up","weekday",70
"616","15","08","up","weekday",76
"617","16","08","up","weekday",65
"618","17","08","up","weekday",32
"619","18","08","up","weekday",29
"620","19","08","up","weekday",19
"621","20","08","up","weekday",9
"622","21","08","up","weekday",11
"623","22","08","up","weekday",3
"624","23","08","up","weekday",1
"625","0","09","up","weekday",2
"626","1","09","up","weekday",2
"627","2","09","up","weekday",1
"628","3","09","up","weekday",0
"629","4","09","up","weekday",0
"630","5","09","up","weekday",0
"631","6","09","up","weekday",5
"632","7","09","up","weekday",46
"633","8","09","up","weekday",27
"634","9","09","up","weekday",44
"635","10","09","up","weekday",35
"636","11","09","up","weekday",45
"637","12","09","up","weekday",27
"638","13","09","up","weekday",33
"639","14","09","up","weekday",39
"640","15","09","up","weekday",55
"641","16","09","up","weekday",59
"642","17","09","up","weekday",42
"643","18","09","up","weekday",22
"644","19","09","up","weekday",13
"645","20","09","up","weekday",21
"646","21","09","up","weekday",17
"647","22","09","up","weekday",6
"648","23","09","up","weekday",1
"649","0","10","up","weekday",0
"650","1","10","up","weekday",0
"651","2","10","up","weekday",1
"652","3","10","up","weekday",0
"653","4","10","up","weekday",0
"654","5","10","up","weekday",0
"655","6","10","up","weekday",3
"656","7","10","up","weekday",3
"657","8","10","up","weekday",10
"658","9","10","up","weekday",12
"659","10","10","up","weekday",28
"660","11","10","up","weekday",32
"661","12","10","up","weekday",15
"662","13","10","up","weekday",26
"663","14","10","up","weekday",19
"664","15","10","up","weekday",34
"665","16","10","up","weekday",40
"666","17","10","up","weekday",36
"667","18","10","up","weekday",12
"668","19","10","up","weekday",18
"669","20","10","up","weekday",5
"670","21","10","up","weekday",2
"671","22","10","up","weekday",2
"672","23","10","up","weekday",0
"673","0","11","up","weekday",1
"674","1","11","up","weekday",0
"675","2","11","up","weekday",1
"676","3","11","up","weekday",0
"677","4","11","up","weekday",0
"678","5","11","up","weekday",2
"679","6","11","up","weekday",3
"680","7","11","up","weekday",11
"681","8","11","up","weekday",8
"682","9","11","up","weekday",14
"683","10","11","up","weekday",29
"684","11","11","up","weekday",28
"685","12","11","up","weekday",14
"686","13","11","up","weekday",23
"687","14","11","up","weekday",20
"688","15","11","up","weekday",22
"689","16","11","up","weekday",18
"690","17","11","up","weekday",20
"691","18","11","up","weekday",6
"692","19","11","up","weekday",9
"693","20","11","up","weekday",8
"694","21","11","up","weekday",4
"695","22","11","up","weekday",5
"696","23","11","up","weekday",2
"697","0","12","up","weekday",2
"698","1","12","up","weekday",1
"699","2","12","up","weekday",0
"700","3","12","up","weekday",0
"701","4","12","up","weekday",0
"702","5","12","up","weekday",2
"703","6","12","up","weekday",7
"704","7","12","up","weekday",15
"705","8","12","up","weekday",13
"706","9","12","up","weekday",12
"707","10","12","up","weekday",37
"708","11","12","up","weekday",48
"709","12","12","up","weekday",27
"710","13","12","up","weekday",29
"711","14","12","up","weekday",28
"712","15","12","up","weekday",32
"713","16","12","up","weekday",20
"714","17","12","up","weekday",20
"715","18","12","up","weekday",10
"716","19","12","up","weekday",12
"717","20","12","up","weekday",13
"718","21","12","up","weekday",10
"719","22","12","up","weekday",8
"720","23","12","up","weekday",5
"721","0","13","up","weekday",3
"722","1","13","up","weekday",1
"723","2","13","up","weekday",0
"724","3","13","up","weekday",0
"725","4","13","up","weekday",0
"726","5","13","up","weekday",5
"727","6","13","up","weekday",13
"728","7","13","up","weekday",34
"729","8","13","up","weekday",7
"730","9","13","up","weekday",21
"731","10","13","up","weekday",11
"732","11","13","up","weekday",33
"733","12","13","up","weekday",13
"734","13","13","up","weekday",20
"735","14","13","up","weekday",12
"736","15","13","up","weekday",18
"737","16","13","up","weekday",28
"738","17","13","up","weekday",17
"739","18","13","up","weekday",9
"740","19","13","up","weekday",12
"741","20","13","up","weekday",8
"742","21","13","up","weekday",7
"743","22","13","up","weekday",2
"744","23","13","up","weekday",1
"745","0","14","up","weekday",1
"746","1","14","up","weekday",1
"747","2","14","up","weekday",0
"748","3","14","up","weekday",0
"749","4","14","up","weekday",0
"750","5","14","up","weekday",1
"751","6","14","up","weekday",14
"752","7","14","up","weekday",10
"753","8","14","up","weekday",16
"754","9","14","up","weekday",10
"755","10","14","up","weekday",8
"756","11","14","up","weekday",13
"757","12","14","up","weekday",14
"758","13","14","up","weekday",20
"759","14","14","up","weekday",17
"760","15","14","up","weekday",5
"761","16","14","up","weekday",21
"762","17","14","up","weekday",14
"763","18","14","up","weekday",4
"764","19","14","up","weekday",6
"765","20","14","up","weekday",5
"766","21","14","up","weekday",13
"767","22","14","up","weekday",4
"768","23","14","up","weekday",1
"769","0","15","up","weekday",0
"770","1","15","up","weekday",0
"771","2","15","up","weekday",0
"772","3","15","up","weekday",0
"773","4","15","up","weekday",0
"774","5","15","up","weekday",0
"775","6","15","up","weekday",0
"776","7","15","up","weekday",0
"777","8","15","up","weekday",0
"778","9","15","up","weekday",0
"779","10","15","up","weekday",0
"780","11","15","up","weekday",0
"781","12","15","up","weekday",0
"782","13","15","up","weekday",0
"783","14","15","up","weekday",0
"784","15","15","up","weekday",0
"785","16","15","up","weekday",0
"786","17","15","up","weekday",0
"787","18","15","up","weekday",0
"788","19","15","up","weekday",0
"789","20","15","up","weekday",0
"790","21","15","up","weekday",0
"791","22","15","up","weekday",0
"792","23","15","up","weekday",0
"793","0","B1","up","weekday",39
"794","1","B1","up","weekday",39
"795","2","B1","up","weekday",18
"796","3","B1","up","weekday",24
"797","4","B1","up","weekday",27
"798","5","B1","up","weekday",35
"799","6","B1","up","weekday",381
"800","7","B1","up","weekday",602
"801","8","B1","up","weekday",567
"802","9","B1","up","weekday",460
"803","10","B1","up","weekday",411
"804","11","B1","up","weekday",469
"805","12","B1","up","weekday",499
"806","13","B1","up","weekday",454
"807","14","B1","up","weekday",461
"808","15","B1","up","weekday",440
"809","16","B1","up","weekday",463
"810","17","B1","up","weekday",535
"811","18","B1","up","weekday",558
"812","19","B1","up","weekday",533
"813","20","B1","up","weekday",546
"814","21","B1","up","weekday",354
"815","22","B1","up","weekday",234
"816","23","B1","up","weekday",167
"817","0","B3","up","weekday",1
"818","1","B3","up","weekday",1
"819","2","B3","up","weekday",0
"820","3","B3","up","weekday",0
"821","4","B3","up","weekday",2
"822","5","B3","up","weekday",1
"823","6","B3","up","weekday",33
"824","7","B3","up","weekday",225
"825","8","B3","up","weekday",179
"826","9","B3","up","weekday",161
"827","10","B3","up","weekday",113
"828","11","B3","up","weekday",108
"829","12","B3","up","weekday",117
"830","13","B3","up","weekday",103
"831","14","B3","up","weekday",89
"832","15","B3","up","weekday",116
"833","16","B3","up","weekday",90
"834","17","B3","up","weekday",69
"835","18","B3","up","weekday",45
"836","19","B3","up","weekday",45
"837","20","B3","up","weekday",14
"838","21","B3","up","weekday",22
"839","22","B3","up","weekday",16
"840","23","B3","up","weekday",11
"841","0","B4","up","weekday",9
"842","1","B4","up","weekday",4
"843","2","B4","up","weekday",4
"844","3","B4","up","weekday",4
"845","4","B4","up","weekday",4
"846","5","B4","up","weekday",14
"847","6","B4","up","weekday",81
"848","7","B4","up","weekday",311
"849","8","B4","up","weekday",286
"850","9","B4","up","weekday",242
"851","10","B4","up","weekday",257
"852","11","B4","up","weekday",264
"853","12","B4","up","weekday",200
"854","13","B4","up","weekday",251
"855","14","B4","up","weekday",287
"856","15","B4","up","weekday",299
"857","16","B4","up","weekday",302
"858","17","B4","up","weekday",270
"859","18","B4","up","weekday",161
"860","19","B4","up","weekday",100
"861","20","B4","up","weekday",66
"862","21","B4","up","weekday",63
"863","22","B4","up","weekday",12
"864","23","B4","up","weekday",29
"865","0","01","down","weekend",16
"866","1","01","down","weekend",3
"867","2","01","down","weekend",2
"868","3","01","down","weekend",3
"869","4","01","down","weekend",6
"870","5","01","down","weekend",6
"871","6","01","down","weekend",24
"872","7","01","down","weekend",34
"873","8","01","down","weekend",42
"874","9","01","down","weekend",32
"875","10","01","down","weekend",35
"876","11","01","down","weekend",34
"877","12","01","down","weekend",36
"878","13","01","down","weekend",41
"879","14","01","down","weekend",29
"880","15","01","down","weekend",52
"881","16","01","down","weekend",34
"882","17","01","down","weekend",46
"883","18","01","down","weekend",43
"884","19","01","down","weekend",40
"885","20","01","down","weekend",31
"886","21","01","down","weekend",18
"887","22","01","down","weekend",14
"888","23","01","down","weekend",11
"889","0","02","down","weekend",0
"890","1","02","down","weekend",0
"891","2","02","down","weekend",0
"892","3","02","down","weekend",0
"893","4","02","down","weekend",0
"894","5","02","down","weekend",0
"895","6","02","down","weekend",4
"896","7","02","down","weekend",7
"897","8","02","down","weekend",0
"898","9","02","down","weekend",5
"899","10","02","down","weekend",3
"900","11","02","down","weekend",3
"901","12","02","down","weekend",3
"902","13","02","down","weekend",4
"903","14","02","down","weekend",0
"904","15","02","down","weekend",0
"905","16","02","down","weekend",2
"906","17","02","down","weekend",3
"907","18","02","down","weekend",1
"908","19","02","down","weekend",1
"909","20","02","down","weekend",2
"910","21","02","down","weekend",0
"911","22","02","down","weekend",3
"912","23","02","down","weekend",0
"913","0","03","down","weekend",39
"914","1","03","down","weekend",10
"915","2","03","down","weekend",3
"916","3","03","down","weekend",3
"917","4","03","down","weekend",3
"918","5","03","down","weekend",2
"919","6","03","down","weekend",23
"920","7","03","down","weekend",31
"921","8","03","down","weekend",45
