"","hour","floor","direction","week","count"
"80","7","04","down","weekday",54
"81","8","04","down","weekday",58
"82","9","04","down","weekday",147
"83","10","04","down","weekday",113
"84","11","04","down","weekday",125
"85","12","04","down","weekday",87
"86","13","04","down","weekday",83
"87","14","04","down","weekday",119
"88","15","04","down","weekday",145
"89","16","04","down","weekday",133
"90","17","04","down","weekday",152
"91","18","04","down","weekday",90
"92","19","04","down","weekday",80
"93","20","04","down","weekday",79
"94","21","04","down","weekday",41
"95","22","04","down","weekday",37
"96","23","04","down","weekday",18
"97","0","05","down","weekday",8
"98","1","05","down","weekday",6
"99","2","05","down","weekday",2
"100","3","05","down","weekday",3
"101","4","05","down","weekday",5
"102","5","05","down","weekday",5
"103","6","05","down","weekday",16
"104","7","05","down","weekday",38
"105","8","05","down","weekday",111
"106","9","05","down","weekday",143
"107","10","05","down","weekday",114
"108","11","05","down","weekday",152
"109","12","05","down","weekday",153
"110","13","05","down","weekday",138
"111","14","05","down","weekday",107
"112","15","05","down","weekday",156
"113","16","05","down","weekday",144
"114","17","05","down","weekday",186
"115","18","05","down","weekday",162
"116","19","05","down","weekday",104
"117","20","05","down","weekday",66
"118","21","05","down","weekday",52
"119","22","05","down","weekday",39
"120","23","05","down","weekday",22
"121","0","06","down","weekday",12
"122","1","06","down","weekday",10
"123","2","06","down","weekday",5
"124","3","06","down","weekday",4
"125","4","06","down","weekday",3
"126","5","06","down","weekday",5
"127","6","06","down","weekday",148
"128","7","06","down","weekday",239
"129","8","06","down","weekday",248
"130","9","06","down","weekday",269
"131","10","06","down","weekday",336
"132","11","06","down","weekday",329
"133","12","06","down","weekday",279
"134","13","06","down","weekday",300
"135","14","06","down","weekday",365
"136","15","06","down","weekday",343
"137","16","06","down","weekday",317
"138","17","06","down","weekday",357
"139","18","06","down","weekday",286
"140","19","06","down","weekday",155
"141","20","06","down","weekday",122
"142","21","06","down","weekday",52
"143","22","06","down","weekday",78
"144","23","06","down","weekday",78
"145","0","07","down","weekday",13
"146","1","07","down","weekday",13
"147","2","07","down","weekday",10
"148","3","07","down","weekday",2
"149","4","07","down","weekday",8
"150","5","07","down","weekday",4
"151","6","07","down","weekday",4
"152","7","07","down","weekday",58
"153","8","07","down","weekday",107
"154","9","07","down","weekday",223
"155","10","07","down","weekday",220
"156","11","07","down","weekday",288
"157","12","07","down","weekday",294
"158","13","07","down","weekday",248
"159","14","07","down","weekday",259
"160","15","07","down","weekday",258
"161","16","07","down","weekday",257
"162","17","07","down","weekday",436
"163","18","07","down","weekday",304
"164","19","07","down","weekday",137
"165","20","07","down","weekday",62
"166","21","07","down","weekday",23
"167","22","07","down","weekday",24
"168","23","07","down","weekday",9
"169","0","08","down","weekday",22
"170","1","08","down","weekday",6
"171","2","08","down","weekday",3
"172","3","08","down","weekday",1
"173","4","08","down","weekday",0
"174","5","08","down","weekday",0
"175","6","08","down","weekday",19
"176","7","08","down","weekday",92
"177","8","08","down","weekday",294
"178","9","08","down","weekday",261
"179","10","08","down","weekday",246
"180","11","08","down","weekday",283
"181","12","08","down","weekday",301
"182","13","08","down","weekday",278
"183","14","08","down","weekday",281
"184","15","08","down","weekday",286
"185","16","08","down","weekday",310
"186","17","08","down","weekday",384
"187","18","08","down","weekday",324
"188","19","08","down","weekday",214
"189","20","08","down","weekday",123
"190","21","08","down","weekday",55
"191","22","08","down","weekday",57
"192","23","08","down","weekday",25
"193","0","09","down","weekday",2
"194","1","09","down","weekday",4
"195","2","09","down","weekday",0
"196","3","09","down","weekday",2
"197","4","09","down","weekday",6
"198","5","09","down","weekday",4
"199","6","09","down","weekday",8
"200","7","09","down","weekday",65
"201","8","09","down","weekday",214
"202","9","09","down","weekday",249
"203","10","09","down","weekday",225
"204","11","09","down","weekday",268
"205","12","09","down","weekday",243
"206","13","09","down","weekday",261
"207","14","09","down","weekday",223
"208","15","09","down","weekday",235
"209","16","09","down","weekday",257
"210","17","09","down","weekday",367
"211","18","09","down","weekday",258
"212","19","09","down","weekday",145
"213","20","09","down","weekday",78
"214","21","09","down","weekday",47
"215","22","09","down","weekday",23
"216","23","09","down","weekday",12
"217","0","10","down","weekday",4
"218","1","10","down","weekday",3
"219","2","10","down","weekday",1
"220","3","10","down","weekday",1
"221","4","10","down","weekday",1
"222","5","10","down","weekday",48
"223","6","10","down","weekday",127
"224","7","10","down","weekday",90
"225","8","10","down","weekday",49
"226","9","10","down","weekday",34
"227","10","10","down","weekday",35
"228","11","10","down","weekday",128
"229","12","10","down","weekday",92
"230","13","10","down","weekday",85
"231","14","10","down","weekday",110
"232","15","10","down","weekday",143
"233","16","10","down","weekday",149
"234","17","10","down","weekday",73
"235","18","10","down","weekday",20
"236","19","10","down","weekday",25
"237","20","10","down","weekday",19
"238","21","10","down","weekday",15
"239","22","10","down","weekday",109
"240","23","10","down","weekday",22
"241","0","11","down","weekday",10
"242","1","11","down","weekday",1
"243","2","11","down","weekday",1
"244","3","11","down","weekday",1
"245","4","11","down","weekday",3
"246","5","11","down","weekday",1
"247","6","11","down","weekday",15
"248","7","11","down","weekday",107
"249","8","11","down","weekday",267
"250","9","11","down","weekday",246
"251","10","11","down","weekday",227
"252","11","11","down","weekday",247
"253","12","11","down","weekday",230
"254","13","11","down","weekday",244
"255","14","11","down","weekday",226
"256","15","11","down","weekday",220
"257","16","11","down","weekday",276
"258","17","11","down","weekday",376
"259","18","11","down","weekday",272
"260","19","11","down","weekday",137
"261","20","11","down","weekday",68
"262","21","11","down","weekday",70
"263","22","11","down","weekday",20
"264","23","11","down","weekday",14
"265","0","12","down","weekday",14
"266","1","12","down","weekday",13
"267","2","12","down","weekday",2
"268","3","12","down","weekday",1
"269","4","12","down","weekday",1
"270","5","12","down","weekday",5
"271","6","12","down","weekday",9
"272","7","12","down","weekday",51
"273","8","12","down","weekday",230
"274","9","12","down","weekday",215
"275","10","12","down","weekday",202
"276","11","12","down","weekday",247
"277","12","12","down","weekday",275
"278","13","12","down","weekday",250
"279","14","12","down","weekday",206
"280","15","12","down","weekday",229
"281","16","12","down","weekday",233
"282","17","12","down","weekday",317
"283","18","12","down","weekday",281
"284","19","12","down","weekday",145
"285","20","12","down","weekday",75
"286","21","12","down","weekday",45
"287","22","12","down","weekday",37
"288","23","12","down","weekday",8
"289","0","13","down","weekday",15
"290","1","13","down","weekday",2
"291","2","13","down","weekday",1
"292","3","13","down","weekday",0
"293","4","13","down","weekday",1
"294","5","13","down","weekday",4
"295","6","13","down","weekday",31
"296","7","13","down","weekday",58
"297","8","13","down","weekday",194
"298","9","13","down","weekday",198
"299","10","13","down","weekday",189
"300","11","13","down","weekday",255
"301","12","13","down","weekday",263
"302","13","13","down","weekday",268
"303","14","13","down","weekday",210
"304","15","13","down","weekday",223
"305","16","13","down","weekday",234
"306","17","13","down","weekday",312
"307","18","13","down","weekday",275
"308","19","13","down","weekday",132
"309","20","13","down","weekday",76
"310","21","13","down","weekday",56
"311","22","13","down","weekday",35
"312","23","13","down","weekday",13
"313","0","14","down","weekday",10
"314","1","14","down","weekday",10
"315","2","14","down","weekday",3
"316","3","14","down","weekday",1
"317","4","14","down","weekday",3
"318","5","14","down","weekday",6
"319","6","14","down","weekday",2
"320","7","14","down","weekday",69
"321","8","14","down","weekday",200
"322","9","14","down","weekday",306
"323","10","14","down","weekday",287
"324","11","14","down","weekday",340
"325","12","14","down","weekday",290
"326","13","14","down","weekday",307
"327","14","14","down","weekday",303
"328","15","14","down","weekday",322
"329","16","14","down","weekday",324
"330","17","14","down","weekday",319
"331","18","14","down","weekday",191
"332","19","14","down","weekday",125
"333","20","14","down","weekday",56
"334","21","14","down","weekday",56
"335","22","14","down","weekday",26
"336","23","14","down","weekday",11
"337","0","15","down","weekday",11
"338","1","15","down","weekday",4
"339","2","15","down","weekday",4
"340","3","15","down","weekday",4
"341","4","15","down","weekday",6
"342","5","15","down","weekday",2
"343","6","15","down","weekday",8
"344","7","15","down","weekday",77
"345","8","15","down","weekday",204
"346","9","15","down","weekday",233
"347","10","15","down","weekday",218
"348","11","15","down","weekday",246
"349","12","15","down","weekday",168
"350","13","15","down","weekday",212
"351","14","15","down","weekday",247
"352","15","15","down","weekday",228
"353","16","15","down","weekday",272
"354","17","15","down","weekday",279
"355","18","15","down","weekday",187
"356","19","15","down","weekday",131
"357","20","15","down","weekday",75
"358","21","15","down","weekday",45
"359","22","15","down","weekday",27
"360","23","15","down","weekday",15
"361","0","B1","down","weekday",5
"362","1","B1","down","weekday",3
"363","2","B1","down","weekday",1
"364","3","B1","down","weekday",1
"365","4","B1","down","weekday",0
"366","5","B1","down","weekday",0
"367","6","B1","down","weekday",75
"368","7","B1","down","weekday",146
"369","8","B1","down","weekday",131
"370","9","B1","down","weekday",66
"371","10","B1","down","weekday",58
"372","11","B1","down","weekday",118
"373","12","B1","down","weekday",132
"374","13","B1","down","weekday",105
"375","14","B1","down","weekday",89
"376","15","B1","down","weekday",66
"377","16","B1","down","weekday",89
"378","17","B1","down","weekday",106
"379","18","B1","down","weekday",86
"380","19","B1","down","weekday",52
"381","20","B1","down","weekday",26
"382","21","B1","down","weekday",11
"383","22","B1","down","weekday",9
"384","23","B1","down","weekday",5
"385","0","B3","down","weekday",0
"386","1","B3","down","weekday",0
"387","2","B3","down","weekday",0
"388","3","B3","down","weekday",0
"389","4","B3","down","weekday",0
"390","5","B3","down","weekday",0
"391","6","B3","down","weekday",11
"392","7","B3","down","weekday",16
"393","8","B3","down","weekday",36
"394","9","B3","down","weekday",18
"395","10","B3","down","weekday",5
"396","11","B3","down","weekday",2
"397","12","B3","down","weekday",15
"398","13","B3","down","weekday",22
"399","14","B3","down","weekday",19
"400","15","B3","down","weekday",15
"401","16","B3","down","weekday",4
"402","17","B3","down","weekday",6
"403","18","B3","down","weekday",2
"404","19","B3","down","weekday",2
"405","20","B3","down","weekday",2
"406","21","B3","down","weekday",1
"407","22","B3","down","weekday",0
"408","23","B3","down","weekday",0
"409","0","B4","down","weekday",0
"410","1","B4","down","weekday",0
"411","2","B4","down","weekday",0
"412","3","B4","down","weekday",0
"413","4","B4","down","weekday",0
"414","5","B4","down","weekday",0
"415","6","B4","down","weekday",0
"416","7","B4","down","weekday",0
"417","8","B4","down","weekday",0
"418","9","B4","down","weekday",0
"419","10","B4","down","weekday",0
"420","11","B4","down","weekday",0
"421","12","B4","down","weekday",0
"422","13","B4","down","weekday",0
"423","14","B4","down","weekday",0
"424","15","B4","down","weekday",0
"425","16","B4","down","weekday",0
"426","17","B4","down","weekday",0
"427","18","B4","down","weekday",0
"428","19","B4","down","weekday",0
"429","20","B4","down","weekday",0
"430","21","B4","down","weekday",0
"431","22","B4","down","weekday",0
"432","23","B4","down","weekday",0
"433","0","01","up","weekday",9
"434","1","01","up","weekday",7
"435","2","01","up","weekday",4
"436","3","01","up","weekday",2
"437","4","01","up","weekday",3
"438","5","01","up","weekday",107
"439","6","01","up","weekday",488
"440","7","01","up","weekday",740
"441","8","01","up","weekday",630
"442","9","01","up","weekday",532
"443","10","01","up","weekday",490
"444","11","01","up","weekday",414
"445","12","01","up","weekday",451
"446","13","01","up","weekday",481
"447","14","01","up","weekday",451
"448","15","01","up","weekday",424
"449","16","01","up","weekday",456
"450","17","01","up","weekday",377
"451","18","01","up","weekday",287
"452","19","01","up","weekday",220
"453","20","01","up","weekday",140
"454","21","01","up","weekday",121
"455","22","01","up","weekday",162
"456","23","01","up","weekday",32
"457","0","02","up","weekday",1
"458","1","02","up","weekday",0
"459","2","02","up","weekday",0
"460","3","02","up","weekday",0
"461","4","02","up","weekday",1
"462","5","02","up","weekday",0
"463","6","02","up","weekday",9
"464","7","02","up","weekday",104
"465","8","02","up","weekday",202
"466","9","02","up","weekday",240
"467","10","02","up","weekday",231
"468","11","02","up","weekday",276
"469","12","02","up","weekday",249
"470","13","02","up","weekday",260
"471","14","02","up","weekday",258
"472","15","02","up","weekday",252
"473","16","02","up","weekday",283
"474","17","02","up","weekday",218
"475","18","02","up","weekday",118
"476","19","02","up","weekday",62
"477","20","02","up","weekday",23
"478","21","02","up","weekday",10
"479","22","02","up","weekday",6
"480","23","02","up","weekday",1
"481","0","03","up","weekday",23
"482","1","03","up","weekday",6
"483","2","03","up","weekday",4
"484","3","03","up","weekday",1
"485","4","03","up","weekday",3
"486","5","03","up","weekday",0
"487","6","03","up","weekday",2
"488","7","03","up","weekday",24
"489","8","03","up","weekday",66
"490","9","03","up","weekday",147
"491","10","03","up","weekday",141
"492","11","03","up","weekday",160
"493","12","03","up","weekday",115
"494","13","03","up","weekday",138
"495","14","03","up","weekday",206
"496","15","03","up","weekday",195
"497","16","03","up","weekday",211
"498","17","03","up","weekday",141
"499","18","03","up","weekday",66
"500","19","03","up","weekday",52
"501","20","03","up","weekday",14
"502","21","03","up","weekday",16
"503","22","03","up","weekday",9
"504","23","03","up","weekday",10
"505","0","04","up","weekday",39
"506","1","04","up","weekday",16
"507","2","04","up","weekday",9
"508","3","04","up","weekday",5
"509","4","04","up","weekday",2
"510","5","04","up","weekday",5
"511","6","04","up","weekday",28
"512","7","04","up","weekday",99
"513","8","04","up","weekday",108
"514","9","04","up","weekday",151
"515","10","04","up","weekday",167
"516","11","04","up","weekday",148
"517","12","04","up","weekday",153
"518","13","04","up","weekday",155
"519","14","04","up","weekday",185
"520","15","04","up","weekday",226
"521","16","04","up","weekday",220
"522","17","04","up","weekday",198
"523","18","04","up","weekday",167
"524","19","04","up","weekday",127
"525","20","04","up","weekday",63
"526","21","04","up","weekday",39
"527","22","04","up","weekday",30
"528","23","04","up","weekday",16
"529","0","05","up","weekday",44
"530","1","05","up","weekday",5
"531","2","05","up","weekday",10
"532","3","05","up","weekday",8
"533","4","05","up","weekday",5
"534","5","05","up","weekday",2
"535","6","05","up","weekday",4
"536","7","05","up","weekday",55
"537","8","05","up","weekday",62
"538","9","05","up","weekday",111
"539","10","05","up","weekday",139
"540","11","05","up","weekday",149
"541","12","05","up","weekday",125
"542","13","05","up","weekday",140
"543","14","05","up","weekday",167
"544","15","05","up","weekday",167
"545","16","05","up","weekday",152
"546","17","05","up","weekday",122
"547","18","05","up","weekday",86
"548","19","05","up","weekday",71
"549","20","05","up","weekday",28
"550","21","05","up","weekday",21
"551","22","05","up","weekday",20
"552","23","05","up","weekday",19
"553","0","06","up","weekday",3
"554","1","06","up","weekday",3
"555","2","06","up","weekday",2
"556","3","06","up","weekday",0
"557","4","06","up","weekday",0
"558","5","06","up","weekday",5
"559","6","06","up","weekday",169
"560","7","06","up","weekday",163
"561","8","06","up","weekday",51
"562","9","06","up","weekday",84
"563","10","06","up","weekday",95
"564","11","06","up","weekday",58
"565","12","06","up","weekday",49
"566","13","06","up","weekday",51
"567","14","06","up","weekday",114
"568","15","06","up","weekday",147
"569","16","06","up","weekday",73
"570","17","06","up","weekday",54
"571","18","06","up","weekday",20
"572","19","06","up","weekday",28
"573","20","06","up","weekday",21
"574","21","06","up","weekday",17
"575","22","06","up","weekday",24
"576","23","06","up","weekday",36
"577","0","07","up","weekday",10
"578","1","07","up","weekday",10
"579","2","07","up","weekday",4
"580","3","07","up","weekday",0
"581","4","07","up","weekday",5
"582","5","07","up","weekday",4
"583","6","07","up","weekday",0
"584","7","07","up","weekday",7
"585","8","07","up","weekday",18
"586","9","07","up","weekday",98
"587","10","07","up","weekday",104
"588","11","07","up","weekday",75
"589","12","07","up","weekday",51
"590","13","07","up","weekday",64
"591","14","07","up","weekday",97
"592","15","07","up","weekday",105
"593","16","07","up","weekday",96
"594","17","07","up","weekday",48
"595","18","07","up","weekday",19
"596","19","07","up","weekday",29
"597","20","07","up","weekday",16
"598","21","07","up","weekday",5
"599","22","07","up","weekday",7
"600","23","07","up","weekday",4
"601","0","08","up","weekday",0
"602","1","08","up","weekday",0
"603","2","08","up","weekday",0
"604","3","08","up","weekday",1
"605","4","08","up","weekday",0
"606","5","08","up","weekday",0
"607","6","08","up","weekday",0
"608","7","08","up","weekday",6
"609","8","08","up","weekday",26
"610","9","08","up","weekday",55
"611","10","08","up","weekday",48
"612","11","08","up","weekday",33
"613","12","08","up","weekday",20
"614","13","08","up","weekday",30
"615","14","08","up","weekday",46
"616","15","08","up","weekday",56
"617","16","08","up","weekday",39
"618","17","08","up","weekday",28
"619","18","08","up","weekday",15
"620","19","08","up","weekday",7
"621","20","08","up","weekday",8
"622","21","08","up","weekday",3
"623","22","08","up","weekday",2
"624","23","08","up","weekday",0
"625","0","09","up","weekday",1
"626","1","09","up","weekday",0
"627","2","09","up","weekday",0
"628","3","09","up","weekday",1
"629","4","09","up","weekday",3
"630","5","09","up","weekday",1
"631","6","09","up","weekday",15
"632","7","09","up","weekday",7
"633","8","09","up","weekday",18
"634","9","09","up","weekday",26
"635","10","09","up","weekday",42
"636","11","09","up","weekday",29
"637","12","09","up","weekday",9
"638","13","09","up","weekday",14
"639","14","09","up","weekday",35
"640","15","09","up","weekday",28
"641","16","09","up","weekday",18
"642","17","09","up","weekday",18
"643","18","09","up","weekday",10
"644","19","09","up","weekday",9
"645","20","09","up","weekday",3
"646","21","09","up","weekday",3
"647","22","09","up","weekday",2
"648","23","09","up","weekday",1
"649","0","10","up","weekday",0
"650","1","10","up","weekday",1
"651","2","10","up","weekday",0
"652","3","10","up","weekday",0
"653","4","10","up","weekday",0
"654","5","10","up","weekday",27
"655","6","10","up","weekday",179
"656","7","10","up","weekday",142
"657","8","10","up","weekday",14
"658","9","10","up","weekday",9
"659","10","10","up","weekday",15
"660","11","10","up","weekday",32
"661","12","10","up","weekday",89
"662","13","10","up","weekday",25
"663","14","10","up","weekday",13
"664","15","10","up","weekday",31
"665","16","10","up","weekday",17
"666","17","10","up","weekday",29
"667","18","10","up","weekday",13
"668","19","10","up","weekday",5
"669","20","10","up","weekday",4
"670","21","10","up","weekday",14
"671","22","10","up","weekday",7
"672","23","10","up","weekday",0
"673","0","11","up","weekday",0
"674","1","11","up","weekday",0
"675","2","11","up","weekday",0
"676","3","11","up","weekday",0
"677","4","11","up","weekday",0
"678","5","11","up","weekday",0
"679","6","11","up","weekday",2
"680","7","11","up","weekday",3
"681","8","11","up","weekday",9
"682","9","11","up","weekday",40
"683","10","11","up","weekday",36
"684","11","11","up","weekday",10
"685","12","11","up","weekday",3
"686","13","11","up","weekday",6
"687","14","11","up","weekday",35
"688","15","11","up","weekday",40
"689","16","11","up","weekday",15
"690","17","11","up","weekday",11
"691","18","11","up","weekday",4
"692","19","11","up","weekday",1
"693","20","11","up","weekday",2
"694","21","11","up","weekday",0
"695","22","11","up","weekday",0
"696","23","11","up","weekday",1
"697","0","12","up","weekday",1
"698","1","12","up","weekday",0
"699","2","12","up","weekday",0
"700","3","12","up","weekday",0
"701","4","12","up","weekday",0
"702","5","12","up","weekday",0
"703","6","12","up","weekday",0
"704","7","12","up","weekday",0
"705","8","12","up","weekday",5
"706","9","12","up","weekday",41
"707","10","12","up","weekday",31
"708","11","12","up","weekday",19
"709","12","12","up","weekday",11
"710","13","12","up","weekday",16
"711","14","12","up","weekday",35
"712","15","12","up","weekday",41
"713","16","12","up","weekday",11
"714","17","12","up","weekday",8
"715","18","12","up","weekday",4
"716","19","12","up","weekday",2
"717","20","12","up","weekday",1
"718","21","12","up","weekday",1
"719","22","12","up","weekday",0
"720","23","12","up","weekday",1
"721","0","13","up","weekday",0
"722","1","13","up","weekday",0
"723","2","13","up","weekday",0
"724","3","13","up","weekday",0
"725","4","13","up","weekday",0
"726","5","13","up","weekday",0
"727","6","13","up","weekday",1
"728","7","13","up","weekday",5
"729","8","13","up","weekday",15
"730","9","13","up","weekday",40
"731","10","13","up","weekday",25
"732","11","13","up","weekday",15
"733","12","13","up","weekday",34
"734","13","13","up","weekday",27
"735","14","13","up","weekday",17
"736","15","13","up","weekday",25
"737","16","13","up","weekday",35
"738","17","13","up","weekday",17
"739","18","13","up","weekday",12
"740","19","13","up","weekday",5
"741","20","13","up","weekday",2
"742","21","13","up","weekday",0
"743","22","13","up","weekday",0
"744","23","13","up","weekday",0
"745","0","14","up","weekday",3
"746","1","14","up","weekday",5
"747","2","14","up","weekday",2
"748","3","14","up","weekday",1
"749","4","14","up","weekday",3
"750","5","14","up","weekday",6
"751","6","14","up","weekday",0
"752","7","14","up","weekday",2
"753","8","14","up","weekday",11
"754","9","14","up","weekday",25
"755","10","14","up","weekday",10
"756","11","14","up","weekday",10
"757","12","14","up","weekday",8
"758","13","14","up","weekday",3
"759","14","14","up","weekday",26
"760","15","14","up","weekday",28
"761","16","14","up","weekday",8
"762","17","14","up","weekday",15
"763","18","14","up","weekday",3
"764","19","14","up","weekday",3
"765","20","14","up","weekday",5
"766","21","14","up","weekday",6
"767","22","14","up","weekday",8
"768","23","14","up","weekday",2
"769","0","15","up","weekday",0
"770","1","15","up","weekday",0
"771","2","15","up","weekday",0
"772","3","15","up","weekday",0
"773","4","15","up","weekday",0
"774","5","15","up","weekday",0
"775","6","15","up","weekday",0
"776","7","15","up","weekday",0
"777","8","15","up","weekday",0
"778","9","15","up","weekday",0
"779","10","15","up","weekday",0
"780","11","15","up","weekday",0
"781","12","15","up","weekday",0
"782","13","15","up","weekday",0
"783","14","15","up","weekday",0
"784","15","15","up","weekday",0
"785","16","15","up","weekday",0
"786","17","15","up","weekday",0
"787","18","15","up","weekday",0
"788","19","15","up","weekday",0
"789","20","15","up","weekday",0
"790","21","15","up","weekday",0
"791","22","15","up","weekday",0
"792","23","15","up","weekday",0
"793","0","B1","up","weekday",55
"794","1","B1","up","weekday",37
"795","2","B1","up","weekday",16
"796","3","B1","up","weekday",9
"797","4","B1","up","weekday",8
"798","5","B1","up","weekday",11
"799","6","B1","up","weekday",209
"800","7","B1","up","weekday",540
"801","8","B1","up","weekday",551
"802","9","B1","up","weekday",442
"803","10","B1","up","weekday",383
"804","11","B1","up","weekday",416
"805","12","B1","up","weekday",512
"806","13","B1","up","weekday",470
"807","14","B1","up","weekday",411
"808","15","B1","up","weekday",353
"809","16","B1","up","weekday",408
"810","17","B1","up","weekday",443
"811","18","B1","up","weekday",489
"812","19","B1","up","weekday",413
"813","20","B1","up","weekday",242
"814","21","B1","up","weekday",222
"815","22","B1","up","weekday",84
"816","23","B1","up","weekday",42
"817","0","B3","up","weekday",3
"818","1","B3","up","weekday",3
"819","2","B3","up","weekday",1
"820","3","B3","up","weekday",0
"821","4","B3","up","weekday",17
"822","5","B3","up","weekday",15
"823","6","B3","up","weekday",154
"824","7","B3","up","weekday",412
"825","8","B3","up","weekday",323
"826","9","B3","up","weekday",221
"827","10","B3","up","weekday",130
"828","11","B3","up","weekday",125
"829","12","B3","up","weekday",162
"830","13","B3","up","weekday",152
"831","14","B3","up","weekday",171
"832","15","B3","up","weekday",140
"833","16","B3","up","weekday",141
"834","17","B3","up","weekday",126
"835","18","B3","up","weekday",102
"836","19","B3","up","weekday",53
"837","20","B3","up","weekday",43
"838","21","B3","up","weekday",34
"839","22","B3","up","weekday",22
"840","23","B3","up","weekday",5
"841","0","B4","up","weekday",12
"842","1","B4","up","weekday",14
"843","2","B4","up","weekday",7
"844","3","B4","up","weekday",13
"845","4","B4","up","weekday",3
"846","5","B4","up","weekday",10
"847","6","B4","up","weekday",65
"848","7","B4","up","weekday",325
"849","8","B4","up","weekday",422
"850","9","B4","up","weekday",379
"851","10","B4","up","weekday",397
"852","11","B4","up","weekday",333
"853","12","B4","up","weekday",336
"854","13","B4","up","weekday",389
"855","14","B4","up","weekday",387
"856","15","B4","up","weekday",366
"857","16","B4","up","weekday",429
"858","17","B4","up","weekday",405
"859","18","B4","up","weekday",301
"860","19","B4","up","weekday",165
"861","20","B4","up","weekday",93
"862","21","B4","up","weekday",52
"863","22","B4","up","weekday",17
"864","23","B4","up","weekday",60
"865","0","01","down","weekend",3
"866","1","01","down","weekend",2
"867","2","01","down","weekend",1
"868","3","01","down","weekend",2
"869","4","01","down","weekend",0
"870","5","01","down","weekend",2
"871","6","01","down","weekend",23
"872","7","01","down","weekend",40
"873","8","01","down","weekend",27
"874","9","01","down","weekend",20
"875","10","01","down","weekend",37
"876","11","01","down","weekend",34
"877","12","01","down","weekend",50
"878","13","01","down","weekend",29
"879","14","01","down","weekend",28
"880","15","01","down","weekend",31
"881","16","01","down","weekend",23
"882","17","01","down","weekend",43
"883","18","01","down","weekend",24
"884","19","01","down","weekend",18
"885","20","01","down","weekend",5
"886","21","01","down","weekend",12
"887","22","01","down","weekend",11
"888","23","01","down","weekend",9
"889","0","02","down","weekend",0
"890","1","02","down","weekend",0
"891","2","02","down","weekend",0
"892","3","02","down","weekend",0
"893","4","02","down","weekend",0
"894","5","02","down","weekend",0
"895","6","02","down","weekend",1
"896","7","02","down","weekend",4
"897","8","02","down","weekend",2
"898","9","02","down","weekend",7
"899","10","02","down","weekend",7
"900","11","02","down","weekend",7
"901","12","02","down","weekend",10
"902","13","02","down","weekend",7
"903","14","02","down","weekend",8
"904","15","02","down","weekend",6
"905","16","02","down","weekend",4
"906","17","02","down","weekend",10
"907","18","02","down","weekend",1
"908","19","02","down","weekend",3
"909","20","02","down","weekend",4
"910","21","02","down","weekend",5
"911","22","02","down","weekend",3
"912","23","02","down","weekend",1
"913","0","03","down","weekend",2
"914","1","03","down","weekend",0
"915","2","03","down","weekend",2
"916","3","03","down","weekend",1
"917","4","03","down","weekend",2
"918","5","03","down","weekend",0
"919","6","03","down","weekend",2
"920","7","03","down","weekend",12
"921","8","03","down","weekend",20
